1,0.3395,0.0,0.0,0.733128834356,0.63121614968,0.0,0.0,0.400335008375,0.290176550475,0,0,641,1362,0,0,758,1252,0,0,1434,522,0,0,749,1282
2,0.244375,0.0,0.0,0.997955010225,0.00147710487445,0.0,0.0,0.244397145361,0.230769230769,0,0,2001,2,0,0,2006,4,0,0,1952,4,0,0,2028,3
3,0.31675,0.0,0.0,0.808793456033,0.468734613491,0.0,0.0,0.34685376014,0.276824658331,0,0,854,1149,0,0,1046,964,0,0,1582,374,0,0,1079,952
4,0.2965,0.0,0.0,0.810838445808,0.387001477105,0.0,0.0,0.292998337336,0.30382682644,0,0,1347,656,0,0,1235,775,0,0,1586,370,0,0,1245,786
5,0.337,0.0,0.0,0.738241308793,0.616445100935,0.0,0.0,0.381002638522,0.297387173397,0,0,809,1194,0,0,758,1252,0,0,1444,512,0,0,779,1252
1,0.341375,0.0,0.0,0.736526946108,0.632879475542,0.0,0.0,0.406611570248,0.287185354691,0,0,661,1336,0,0,765,1251,0,0,1476,528,0,0,728,1255
2,0.2505,0.0,0.0,0.998003992016,0.00201714573878,0.0,0.0,0.250375563345,0.333333333333,0,0,1996,1,0,0,2013,3,0,0,2000,4,0,0,1979,4
3,0.3205,0.0,0.0,0.823353293413,0.460917801311,0.0,0.0,0.347222222222,0.281403940887,0,0,953,1044,0,0,1080,936,0,0,1650,354,0,0,1069,914
4,0.318125,0.0,0.0,0.459081836327,0.819465456379,0.0,0.0,0.464177598385,0.270023263543,0,0,320,1677,0,0,384,1632,0,0,920,1084,0,0,358,1625
5,0.34225,0.0,0.0,0.758483033932,0.614220877458,0.0,0.0,0.390544707091,0.296494644596,0,0,869,1128,0,0,738,1278,0,0,1520,484,0,0,765,1218
1,0.334375,0.0,0.0,0.692420537897,0.636501516684,0.0,0.0,0.404802744425,0.279653487339,0,0,659,1329,0,0,704,1285,0,0,1416,629,0,0,719,1259
2,0.25575,0.0,0.0,0.99706601467,0.00353892821031,0.0,0.0,0.255513784461,0.35,0,0,1985,3,0,0,1985,4,0,0,2039,6,0,0,1971,7
3,0.313875,0.0,0.0,0.781907090465,0.461071789687,0.0,0.0,0.342032085561,0.274285714286,0,0,896,1092,0,0,1114,875,0,0,1599,446,0,0,1066,912
4,0.324125,0.0,0.0,0.631295843521,0.658240647118,0.0,0.0,0.405592208608,0.270292713307,0,0,558,1430,0,0,658,1331,0,0,1291,754,0,0,676,1302
5,0.335625,0.0,0.0,0.703667481663,0.629929221436,0.0,0.0,0.389024060557,0.289700069751,0,0,788,1200,0,0,740,1249,0,0,1439,606,0,0,732,1246
1,0.3415,0.0,0.0,0.709262010896,0.642609985171,0.0,0.0,0.407744874715,0.289661319073,0,0,657,1330,0,0,700,1271,0,0,1432,587,0,0,723,1300
2,0.252625,0.0,0.0,0.998514115899,0.00247157686604,0.0,0.0,0.252441773103,0.357142857143,0,0,1985,2,0,0,1967,4,0,0,2016,3,0,0,2018,5
3,0.323375,0.0,0.0,0.792471520555,0.487889273356,0.0,0.0,0.348887919756,0.289103690685,0,0,883,1104,0,0,1067,904,0,0,1600,419,0,0,1036,987
4,0.314875,0.0,0.0,0.418028727093,0.827978250124,0.0,0.0,0.430173292559,0.277409738324,0,0,398,1589,0,0,372,1599,0,0,844,1175,0,0,348,1675
5,0.34675,0.0,0.0,0.74294205052,0.629757785467,0.0,0.0,0.38275070171,0.31217838765,0,0,917,1070,0,0,753,1218,0,0,1500,519,0,0,749,1274
1,0.338,0.0,0.0,0.737348178138,0.628211586902,0.0,0.0,0.400604894144,0.285812514325,0,0,712,1313,0,0,730,1284,0,0,1457,519,0,0,738,1247
2,0.247125,0.0,0.0,0.998987854251,0.00151133501259,0.0,0.0,0.247089748404,0.272727272727,0,0,2024,1,0,0,2009,5,0,0,1974,2,0,0,1982,3
3,0.316375,0.0,0.0,0.794028340081,0.484634760705,0.0,0.0,0.341830065359,0.28211143695,0,0,926,1099,0,0,1072,942,0,0,1569,407,0,0,1023,962
4,0.32325,0.0,0.0,0.778340080972,0.527959697733,0.0,0.0,0.350182149362,0.290465631929,0,0,991,1034,0,0,926,1088,0,0,1538,438,0,0,937,1048
5,0.339875,0.0,0.0,0.747469635628,0.625692695214,0.0,0.0,0.384235171696,0.298845043311,0,0,864,1161,0,0,760,1254,0,0,1477,499,0,0,743,1242
